Date,HRV,Sleep Hours,Steps,EDA,Light Exposure
2024-12-05,58.749131908524724,7.222131070912388,9071.935543986805,0.08838927146896308,1275.270864214382
2024-12-04,52.13760467378206,6.623098118344378,8372.204074613272,0.09963883425453637,1196.0686050961049
2024-12-03,62.28424247142324,7.057248976024483,8420.914230712271,0.10441598325027515,1050.3620581980967
2024-12-02,52.26741104316495,7.890451405769284,7183.022672392843,0.08026797166596035,1383.3410414837967
2024-12-01,61.522946401664996,6.65052094046205,8035.106950889507,0.1334386196243638,1067.2686114346213
2024-11-30,58.479725442624186,6.722691112143444,8303.367825354799,0.09122851637283691,1241.9981772476917
2024-11-29,51.1555247737802,6.774317359137022,8778.645106344407,0.11353451544336382,1365.2126168395
2024-11-28,51.96439473455739,6.324860128128873,6819.996121560244,0.10791819059674475,1216.7514806487075
2024-11-27,60.17552661527861,6.74968518206457,7736.281333832423,0.13699491781902984,1012.0236502991261
2024-11-26,65.54665381311165,6.987546335510968,7705.07977511846,0.11193603729193707,1265.7039334852575
2024-11-25,65.26282916268961,6.92192648965209,8765.729899161932,0.07823144214288605,1555.7169143227136
2024-11-24,53.958065348580114,6.152821282692002,8270.563158854717,0.054574237602976916,1089.996276214914
2024-11-23,59.456525418098984,7.043490868697689,7367.281316037341,0.09302918445581043,1287.934369486991
2024-11-22,58.5190518238157,7.399741314672161,8308.168819578786,0.1412760454224599,1298.264588224104
2024-11-21,60.91817919604052,6.822491955933228,8270.90132356079,0.12108665710346064,1558.571489096025
2024-11-20,65.04287976272806,6.381839339509532,6894.418083005507,0.14609053091303648,1431.0146294155338
2024-11-19,53.67253870030848,6.870748819241072,8333.805238024273,0.10643966645371958,1155.6924480617156
2024-11-18,58.01806926124037,6.66831696629342,9281.9365866778,0.06998820549130727,716.437278060464
2024-11-17,59.75984459938879,7.361844031291555,7506.702463027519,0.08620939077940079,1325.8320440539605
2024-11-16,64.6747301288367,7.7831909758732225,7921.941964073813,0.12496188128498831,912.3772545414299
2024-11-15,54.01140375897825,8.057856598194387,8134.581619037662,0.10393166965700609,1224.9527630145235
2024-11-14,58.9334543233181,7.201336619482163,7619.749462660525,0.10736536568410177,1027.3547033025495
2024-11-13,54.600279920554556,7.605132145243911,7380.851303660779,0.06430448481908868,1456.3391430182105
2024-11-12,59.8864426014805,6.12199672264715,8999.123762366049,0.08718113817849656,1328.396913306262
2024-11-11,65.421437660247,6.229474024699327,7902.146854324939,0.07730306408047338,1071.999166565833
2024-11-10,67.62213555694561,6.548582694469678,7330.029190745597,0.09244842248016025,1226.7661046542187
2024-11-09,65.40610692263394,6.728162042823936,8511.169710372476,0.10710946392085721,988.0394819105334
2024-11-08,53.195242239202216,6.4799011954728805,8039.529471458525,0.10081900566218552,1453.6001646537668
2024-11-07,56.87853304781385,7.433999709335557,8204.836113399406,0.09927775045275548,1536.108874650945
2024-11-06,61.03310123325385,6.619863918557512,7159.197583091497,0.11274092645458383,1177.572309015736
